      9.7708     -1.7369      0.3603
      9.7813     -1.5906      0.3831
      9.7917     -1.5078      0.4033
      9.8021     -1.4414      0.4458
      9.8125     -1.3099      0.4384
      9.8229     -1.2604      0.3395
      9.8333     -1.2002      0.3728
      9.8438     -1.0808      0.3713
      9.8542     -0.9444      0.3299
      9.8646     -0.7832      0.2796
      9.8750     -0.6051      0.2220
      9.8854     -0.4151      0.1562
      9.8958     -0.2191      0.0807
      9.9063     -0.0096     -0.0168
      9.9167      0.2282     -0.1552
      9.9271      0.5011     -0.3352
      9.9375      0.8433     -0.4676
      9.9479      0.9853     -0.1451
      9.9583      0.7584     -0.5225
      9.9688      1.2268     -0.8850
      9.9792      1.3115     -0.8094
      9.9896      1.2897     -0.7804
     10.0000      1.2965     -0.8214
     10.0104      1.3122     -0.9038
     10.0208      1.3643     -0.8598
     10.0313      1.3084     -0.7715
     10.0417      1.2800     -0.7467
     10.0521      1.2622     -0.5749
     10.0625      1.1814     -0.7063
     10.0729      1.1016     -0.7128
     10.0833      0.9870     -0.6615
     10.0938      0.8845     -0.5983
     10.1042      0.7752     -0.5387
     10.1146      0.6581     -0.4695
     10.1250      0.5301     -0.3936
     10.1354      0.3852     -0.3104
     10.1458      0.2251     -0.2196
     10.1563      0.0459     -0.1212
     10.1667     -0.1524     -0.0238
     10.1771     -0.3747      0.0721
     10.1875     -0.6568      0.1841
     10.1979     -1.2724      0.3775
     10.2083     -1.5027      1.1015
     10.2188     -1.6992      0.6564
     10.2292     -1.7763      0.5202
     10.2396     -1.8122      0.5930
     10.2500     -1.7895      0.5569
     10.2604     -1.8961      0.4772
     10.2708     -1.8136      0.4409
     10.2813     -1.6901      0.4080
     10.2917     -1.6106      0.4367
     10.3021     -1.5447      0.4905
     10.3125     -1.5046      0.4614
     10.3229     -1.4893      0.4833
     10.3333     -1.4138      0.4831
     10.3438     -1.3246      0.4769
     10.3542     -1.2118      0.4355
     10.3646     -1.0655      0.3832
     10.3750     -0.9026      0.3241
     10.3854     -0.7271      0.2627
     10.3958     -0.5400      0.1998
     10.4063     -0.3394      0.1321
     10.4167     -0.1251      0.0543
     10.4271      0.1048     -0.0422
     10.4375      0.3879     -0.1768
     10.4479      0.7580     -0.2642
     10.4583      0.8354     -0.1693
     10.4688      0.8361     -0.6175
     10.4792      1.2513     -0.8890
     10.4896      1.2706     -0.9231
     10.5000      1.2901     -0.9335
     10.5104      1.2766     -1.0017
     10.5208      1.3737     -0.7720
     10.5313      1.4035     -0.7860
     10.5417      1.4464     -0.7910
     10.5521      1.4339     -0.7783
